id_tabungan,counter_tabungan,tanggal_nabung,nama_goal,target_nominal,nominal_nabung,total_terkumpul,sisa_target,status,keterangan
TAB-0026,6,Lupa nyatet,Modal Skripsi & Jilid,2100000.0,62606,371286,1728714,Belum Selesai,Via ATM
TAB - 0026,7,2021-01-27,Modal Skripsi & Jilid,2100000.0,59796,431082,1668918,Belum Selesai,Transfer
TAB-0026,8,21/02/2021,Modal Skripsi & Jilid,2100000.0,58476,489558,1610442,Belum Selesai,Transfer
TAB-0026,9,2021-03-09,,,53k,543177,1556823,Belum Selesai,nan
tb_0026,10,2021-03-25,Modal Skripsi & Jilid,2100000.0,55217,598394,1501606,Belum Selesai,nan
TAB-0026,11,20/04/2021,Modal Skripsi & Jilid,2100000.0,59k,657543,1442457,Belum Selesai,Transfer
TAB-0026,12,2021-05-05,Modal Skripsi & Jilid,2100000.0,62967,720510,1379490,SELESAI,nan
TAB-0026,13,2021-05-13,Modal Skripsi & Jilid,2100000.0,61151,781661,1318339,Belum Selesai,Transfer
TAB-0026,14,2021-06-12,Modal Skripsi & Jilid,2100000.0,60407,842068,1257932,Belum Selesai,Cash
TAB - 0026,15,20/06/2021,Modal Skripsi & Jilid,2100000.0,60791,902859,1197141,SELESAI,Via ATM
TAB-0026,16,2021-07-11,MODAL SKRIPSI & JILID,2100000.0,65513,968372,1131628,Belum Selesai,nan
tb_0026,17,2021-08-10,MODAL SKRIPSI & JILID,2100000.0,62200,1030572,1069428,SELESAI,Via ATM
tb_0026,18,26-Aug-21,Modal Skripsi & Jilid,2100000.0,54390,1084962,1015038,Belum Selesai,nan
TAB-0026,19,2021-09-23,   modal skripsi & jilid  ,2100000.0,61429,1146391,953609,Belum Selesai,Via ATM
TAB-0026,20,2021-10-14,Modal Skripsi & Jilid,2100000.0,54940,1201331,898669,Blm selese,Cash
TAB-0026,21,2021-10-25,MODAL SKRIPSI & JILID,2100000.0,55153,1256484,843516,Belum Selesai,Via ATM
TAB-0026,22,09/11/2021,Modal Skripsi & Jilid,2100000.0,56760 rupiah,1313244,786756,Belum Selesai,Transfer
TAB-0026,23,2021-11-23,Modal Skripsi & Jilid,2100000.0,61797,1375041,724959,Belum Selesai,Via ATM
TAB-0026,24,Lupa nyatet,Modal Skripsi & Jilid,2100000.0,49852,1424893,675107,Belum Selesai,nan
tb_0026,25,24/12/2021,   modal skripsi & jilid  ,2100000.0,59602,1484495,615505,Belum Selesai,nan
TAB-0026,26,2022-01-10,   modal skripsi & jilid  ,2100000.0,63031,1547526,552474,Belum Selesai,nan
tb_0026,27,05/02/2022,Modal Skripsi & Jilid,2100000.0,55199,1602725,497275,Belum Selesai,Cash
TAB-0026,28,22-Feb-22,Modal Skripsi & Jilid,2100000.0,61147,1663872,436128,Belum Selesai,Cash
TAB-0026,29,2022-03-05,Modal Skripsi & Jilid,2100000.0,73346,1737218,362782,selesai,Via ATM
TAB-0026,30,2022-03-31,Modal Skripsi & Jilid,2100000.0,52173,1789391,310609,belum selesai,nan
TAB-0026,31,2022-04-30,MODAL SKRIPSI & JILID,2100000.0,70920,1860311,239689,Belum Selesai,Cash
TAB-0026,32,2022-05-26,,2100000.0,61105,1921416,178584,Belum Selesai,Via ATM
tb_0026,33,2022-06-13,Modal Skripsi & Jilid,2100000.0,55315,1976731,123269,Belum Selesai,Transfer
TAB-0026,34,2022-07-10,Modal Skripsi & Jilid,2100000.0,58627,2035358,64642,Belum Selesai,Transfer
TAB-0026,35,2022-08-01,Modal Skripsi & Jilid,2100000.0,50945,2086303,13697,Belum Selesai,Cash
TAB-0026,36,2022-08-19,MODAL SKRIPSI & JILID,2100000.0,13697,2100000,0,SELESAI,Via ATM
TAB - 0027,1,2022-03-16,Staycation Bareng Temen,1080000.0,79766,79766,1000234,Belum Selesai,Transfer
TAB-0027,2,30-Mar-22,Staycation Bareng Temen,1080000.0,61992,141758,938242,Belum Selesai,Cash
tb_0027,3,07/04/2022,,1080000.0,62220,203978,876022,Belum Selesai,Cash
TAB-0027,4,2022-05-02,Staycation Bareng Temen,1080000.0,67770,271748,808252,Belum Selesai,Via ATM
TAB-0027,5,2022-05-20,STAYCATION BARENG TEMEN,1080000.0,67924,339672,740328,Belum Selesai,nan
TAB - 0028,1,2021-09-12,Beli Kipas Angin/AC Portable,840000.0,78415,78415,761585,BELUM SELESAI,Transfer
TAB-0028,2,2021-10-07,   beli kipas angin/ac portable  ,840000.0,93019,171434,668566,Belum Selesai,Via ATM
TAB - 0028,3,2021-10-30,BELI KIPAS ANGIN/AC PORTABLE,,104010,275444,564556,Belum Selesai,Via ATM
TAB-0028,4,2021-11-18,   beli kipas angin/ac portable  ,840000.0,100875,376319,463681,SELESAI,Cash
TAB-0028,5,2021-12-08,Beli Kipas Angin/AC Portable,840000.0,105338,481657,358343,Belm Selesai,Via ATM
TAB-0028,6,2021-12-24,Beli Kipas Angin/AC Portable,840000.0,Rp. 101.324,582981,257019,Belum Selesai,Transfer
TAB-0029,1,18/08/2025,Modal Nikah/Tunangan,89990000.0,743257,743257,89246743,Belum Selesai,Transfer
TAB-0029,2,2025-09-07,Modal Nikah/Tunangan,89990000.0,821046,1564303,88425697,selesai,Via ATM
TAB-0029,3,2025-09-26,Modal Nikah/Tunangan,89990000.0,746430,2310733,87679267,Belum Selesai,Cash
TAB-0029,4,2025-10-21,Modal Nikah/Tunangan,89990000.0,1059341,3370074,86619926,Belum Selesai,Via ATM
TAB-0029,5,2025-11-20,MODAL NIKAH/TUNANGAN,89990000.0,Rp. 869.098,4239172,85750828,Blm selese,nan
TAB-0029,6,2025-12-21,Modal Nikah/Tunangan,89990000.0,798515,5037687,84952313,Belum Selesai,Cash
TAB - 0029,7,2026-01-02,Modal Nikah/Tunangan,89990000.0,832k,5869919,84120081,Belum Selesai,Cash
TAB-0029,8,2026-01-20,MODAL NIKAH/TUNANGAN,89990000.0,991937,6861856,83128144,Belum Selesai,Cash
TAB-0029,9,2026-01-27,Modal Nikah/Tunangan,89990000.0,841154,7703010,82286990,Belum Selesai,Via ATM
TAB-0029,10,2026-02-15,,89990000.0,Rp. 845.149,8548159,81441841,Belum Selesai,Transfer
TAB-0029,11,2026-03-07,Modal Nikah/Tunangan,89990000.0,896833,9444992,80545008,Belum Selesai,nan
TAB-0029,12,2026-04-05,Modal Nikah/Tunangan,89990000.0,804755,10249747,79740253,Belum Selesai,Transfer
TAB-0029,13,2026-04-14,Modal Nikah/Tunangan,89990000.0,766617,11016364,78973636,Belum Selesai,Via ATM
TAB-0029,14,03/05/2026,,89990000.0,849620,11865984,78124016,Selsai,Transfer
TAB-0029,15,2026-05-11,Modal Nikah/Tunangan,89990000.0,958524,12824508,77165492,BELUM SELESAI,Transfer
TAB-0029,16,2026-06-03,Modal Nikah/Tunangan,89990000.0,926222,13750730,76239270,belum selesai,nan
tb_0029,17,04-Jul-26,Modal Nikah/Tunangan,89990000.0,918532 rupiah,14669262,75320738,Belum Selesai,nan
TAB - 0029,18,2026-07-15,MODAL NIKAH/TUNANGAN,89990000.0,1004615,15673877,74316123,Belum Selesai,Cash
TAB - 0029,19,Bulan lalu,MODAL NIKAH/TUNANGAN,89990000.0,964919,16638796,73351204,Belum Selesai,Transfer
TAB-0029,20,2026-08-30,Modal Nikah/Tunangan,89990000.0,781k,17420794,72569206,Belum Selesai,Via ATM
TAB-0029,21,2026-09-25,   modal nikah/tunangan  ,89990000.0,747170,18167964,71822036,Belum Selesai,Transfer
TAB-0029,22,2026-10-24,Modal Nikah/Tunangan,89990000.0,891414,19059378,70930622,Belum Selesai,nan
TAB-0029,23,01/11/2026,   modal nikah/tunangan  ,89990000.0,1001430,20060808,69929192,Belum Selesai,Cash
TAB-0029,24,2026-11-25,MODAL NIKAH/TUNANGAN,89990000.0,877989,20938797,69051203,Belum Selesai,Via ATM
TAB-0029,25,2026-12-25,,89990000.0,1024k,21962845,68027155,Belum Selesai,nan
TAB-0029,26,2027-01-18,   modal nikah/tunangan  ,89990000.0,675097,22637942,67352058,Belum Selesai,nan
TAB-0029,27,2027-01-26,Modal Nikah/Tunangan,89990000.0,903149,23541091,66448909,Belum Selesai,Transfer
TAB-0029,28,2027-02-25,MODAL NIKAH/TUNANGAN,89990000.0,1059184,24600275,65389725,BELUM SELESAI,Cash
TAB-0029,29,2027-03-14,Modal Nikah/Tunangan,89990000.0,934961,25535236,64454764,Belum Selesai,Transfer
TAB - 0029,30,2027-04-02,MODAL NIKAH/TUNANGAN,89990000.0,1072805,26608041,63381959,Belum Selesai,Cash
TAB-0029,31,2027-04-20,,89990000.0,993954,27601995,62388005,Belum Selesai,Via ATM
TAB-0029,32,Kemarin,Modal Nikah/Tunangan,89990000.0,865926,28467921,61522079,Belum Selesai,Transfer
TAB-0029,33,Lupa nyatet,Modal Nikah/Tunangan,,721524,29189445,60800555,Belum Selesai,Cash
TAB-0029,34,2027-06-29,Modal Nikah/Tunangan,,986809,30176254,59813746,Belum Selesai,Via ATM
TAB-0029,35,2027-07-28,Modal Nikah/Tunangan,89990000.0,766566,30942820,59047180,Belum Selesai,nan
TAB-0029,36,2027-08-21,   modal nikah/tunangan  ,89990000.0,983116 rupiah,31925936,58064064,Belum Selesai,Transfer
TAB - 0029,37,2027-09-12,Modal Nikah/Tunangan,,842630,32768566,57221434,Belum Selesai,Cash
TAB-0029,38,2027-09-28,Modal Nikah/Tunangan,89990000.0,879k,33648005,56341995,Selsai,Via ATM
tb_0029,39,08/10/2027,Modal Nikah/Tunangan,89990000.0,952k,34600313,55389687,Belum Selesai,Transfer
TAB-0029,40,2027-10-28,,89990000.0,708177,35308490,54681510,Belum Selesai,nan
TAB - 0029,41,2027-11-20,   modal nikah/tunangan  ,89990000.0,679842,35988332,54001668,Belum Selesai,Cash
TAB-0029,42,09-Dec-27,Modal Nikah/Tunangan,89990000.0,Rp. 947.964,36936296,53053704,Belum Selesai,Cash
tb_0029,43,2028-01-05,   modal nikah/tunangan  ,89990000.0,Rp. 1.054.010,37990306,51999694,Belum Selesai,Cash
TAB-0029,44,2028-01-27,Modal Nikah/Tunangan,89990000.0,916875,38907181,51082819,Belum Selesai,Via ATM
TAB-0029,45,2028-02-27,Modal Nikah/Tunangan,89990000.0,995535,39902716,50087284,Belum Selesai,nan
tb_0029,46,2028-03-25,Modal Nikah/Tunangan,89990000.0,951067,40853783,49136217,selesai,Via ATM
tb_0029,47,2028-04-08,Modal Nikah/Tunangan,89990000.0,864960,41718743,48271257,Belum Selesai,Via ATM
TAB - 0029,48,2028-04-17,MODAL NIKAH/TUNANGAN,89990000.0,Rp. 948.910,42667653,47322347,Belum Selesai,nan
TAB - 0029,49,05/05/2028,   modal nikah/tunangan  ,89990000.0,Rp. 968.276,43635929,46354071,Belum Selesai,Cash
TAB-0029,50,2028-05-20,,89990000.0,831050,44466979,45523021,Belum Selesai,Transfer
TAB - 0029,51,2028-06-12,Modal Nikah/Tunangan,89990000.0,886498,45353477,44636523,Belum Selesai,Cash
TAB-0029,52,2028-06-27,   modal nikah/tunangan  ,89990000.0,975573,46329050,43660950,Belum Selesai,Transfer
TAB-0029,53,2028-07-14,Modal Nikah/Tunangan,89990000.0,872372,47201422,42788578,Belum Selesai,nan
TAB-0029,54,2028-08-14,Modal Nikah/Tunangan,89990000.0,819127,48020549,41969451,Belum Selesai,nan
TAB-0029,55,03/09/2028,,89990000.0,854665,48875214,41114786,belum selesai,Via ATM
TAB-0029,56,10-Sep-28,MODAL NIKAH/TUNANGAN,89990000.0,652676,49527890,40462110,Blm selese,Cash
TAB-0029,57,2028-09-26,Modal Nikah/Tunangan,89990000.0,Rp. 817.205,50345095,39644905,belum selesai,Transfer
TAB-0029,58,2028-10-06,Modal Nikah/Tunangan,89990000.0,849822 rupiah,51194917,38795083,Belum Selesai,nan
TAB-0029,59,27-Oct-28,Modal Nikah/Tunangan,89990000.0,906501,52101418,37888582,Belum Selesai,Transfer
TAB-0029,60,2028-11-21,Modal Nikah/Tunangan,89990000.0,880033,52981451,37008549,Belum Selesai,nan
TAB-0029,61,2028-12-18,Modal Nikah/Tunangan,89990000.0,811113,53792564,36197436,Belum Selesai,nan
tb_0029,62,2029-01-12,   modal nikah/tunangan  ,89990000.0,827572,54620136,35369864,Belum Selesai,Cash
TAB-0029,63,20/01/2029,MODAL NIKAH/TUNANGAN,89990000.0,1019262,55639398,34350602,Belum Selesai,Transfer
TAB-0029,64,2029-02-05,   modal nikah/tunangan  ,89990000.0,783877,56423275,33566725,Belum Selesai,Cash
TAB-0029,65,Bulan lalu,MODAL NIKAH/TUNANGAN,89990000.0,792k,57215618,32774382,belum selesai,Cash
TAB - 0029,66,2029-03-12,Modal Nikah/Tunangan,89990000.0,783277,57998895,31991105,Belum Selesai,Transfer
TAB-0029,67,27/03/2029,Modal Nikah/Tunangan,89990000.0,842715,58841610,31148390,Belum Selesai,Transfer
TAB-0029,68,23/04/2029,Modal Nikah/Tunangan,89990000.0,871053,59712663,30277337,Belum Selesai,Transfer
TAB - 0029,69,2029-05-12,,89990000.0,703518,60416181,29573819,belum selesai,Transfer
TAB - 0029,70,2029-05-31,Modal Nikah/Tunangan,,945341,61361522,28628478,BELUM SELESAI,Transfer
TAB - 0029,71,2029-06-07,Modal Nikah/Tunangan,89990000.0,765853,62127375,27862625,Belum Selesai,nan
TAB-0029,72,15-Jun-29,,89990000.0,773387,62900762,27089238,Belum Selesai,Transfer
tb_0029,73,2029-06-26,Modal Nikah/Tunangan,89990000.0,848135,63748897,26241103,Belum Selesai,Cash
TAB-0029,74,08-Jul-29,,89990000.0,781633,64530530,25459470,Belum Selesai,Transfer
TAB-0029,75,2029-07-30,Modal Nikah/Tunangan,89990000.0,974578,65505108,24484892,Belum Selesai,nan
TAB-0029,76,2029-08-17,Modal Nikah/Tunangan,89990000.0,989096,66494204,23495796,Belum Selesai,Cash
TAB-0029,77,2029-09-10,MODAL NIKAH/TUNANGAN,89990000.0,939136,67433340,22556660,belum selesai,Via ATM
TAB - 0029,78,2029-09-23,,89990000.0,972678,68406018,21583982,Belum Selesai,Cash
TAB-0029,79,2029-10-08,MODAL NIKAH/TUNANGAN,89990000.0,965942,69371960,20618040,Selsai,Cash
TAB-0029,80,2029-10-30,,89990000.0,913778 rupiah,70285738,19704262,belum selesai,nan
TAB-0029,81,2029-11-18,Modal Nikah/Tunangan,89990000.0,905440,71191178,18798822,Belum Selesai,Transfer
TAB-0029,82,27-Nov-29,Modal Nikah/Tunangan,89990000.0,989182,72180360,17809640,Belum Selesai,Transfer
TAB-0029,83,Lupa nyatet,Modal Nikah/Tunangan,89990000.0,1024k,73205138,16784862,Belum Selesai,Transfer
TAB-0029,84,2029-12-24,MODAL NIKAH/TUNANGAN,89990000.0,966501,74171639,15818361,Belum Selesai,Cash
TAB-0029,85,2030-01-12,Modal Nikah/Tunangan,89990000.0,1037866,75209505,14780495,Belum Selesai,Via ATM
TAB-0029,86,2030-01-24,Modal Nikah/Tunangan,89990000.0,1057792,76267297,13722703,Belum Selesai,nan
tb_0029,87,2030-02-20,Modal Nikah/Tunangan,89990000.0,910664,77177961,12812039,Belum Selesai,Cash
TAB-0029,88,2030-03-07,,89990000.0,805391,77983352,12006648,Belum Selesai,Via ATM
TAB-0029,89,2030-04-01,Modal Nikah/Tunangan,89990000.0,799887,78783239,11206761,Belum Selesai,Cash
TAB-0029,90,2030-04-30,Modal Nikah/Tunangan,89990000.0,915992,79699231,10290769,Blm selese,Transfer
TAB-0029,91,2030-05-19,Modal Nikah/Tunangan,8999000000.0,852337 rupiah,80551568,9438432,Belum Selesai,nan
TAB - 0029,92,08-Jun-30,   modal nikah/tunangan  ,89990000.0,879308,81430876,8559124,Belum Selesai,Cash
TAB-0029,93,Bulan lalu,Modal Nikah/Tunangan,89990000.0,914734,82345610,7644390,SELESAI,nan
TAB-0029,94,2030-07-30,Modal Nikah/Tunangan,89990000.0,859453,83205063,6784937,Belum Selesai,Cash
TAB-0029,95,08/08/2030,Modal Nikah/Tunangan,89990000.0,703017,83908080,6081920,Belm Selesai,Transfer
TAB-0029,96,2030-08-25,Modal Nikah/Tunangan,89990000.0,930803,84838883,5151117,Belum Selesai,Via ATM
TAB-0029,97,2030-09-01,Modal Nikah/Tunangan,89990000.0,911291,85750174,4239826,Belum Selesai,Transfer
TAB-0029,98,2030-09-08,   modal nikah/tunangan  ,89990000.0,973787,86723961,3266039,Belum Selesai,Via ATM
tb_0029,99,2030-09-29,MODAL NIKAH/TUNANGAN,89990000.0,800346,87524307,2465693,Belum Selesai,Transfer
TAB-0029,100,24-Oct-30,Modal Nikah/Tunangan,89990000.0,716116,88240423,1749577,Belum Selesai,Via ATM
TAB - 0029,101,2030-11-18,   modal nikah/tunangan  ,89990000.0,Rp. 921.590,89162013,827987,Belum Selesai,Via ATM
tb_0029,102,2030-11-25,Modal Nikah/Tunangan,89990000.0,827987,89990000,0,Selesai,Transfer
tb_0030,1,2021-12-17,Beli Emas Antam,2830000.0,141591,141591,2688409,Belum Selesai,Via ATM
TAB-0030,2,2022-01-06,   beli emas antam  ,2830000.0,152k,293705,2536295,SELESAI,Transfer
TAB-0030,3,2022-01-29,Beli Emas Antam,2830000.0,144004,437709,2392291,Belum Selesai,Via ATM
tb_0030,4,2022-02-25,Beli Emas Antam,2830000.0,131082,568791,2261209,Belum Selesai,Cash
TAB-0030,5,2022-03-16,Beli Emas Antam,2830000.0,143460 rupiah,712251,2117749,Belum Selesai,Via ATM
TAB - 0030,6,13-Apr-22,Beli Emas Antam,2830000.0,127140,839391,1990609,Belum Selesai,Transfer
TAB-0030,7,2022-04-28,Beli Emas Antam,2830000.0,147627,987018,1842982,Belum Selesai,nan
TAB-0030,8,2022-05-21,Beli Emas Antam,2830000.0,122744,1109762,1720238,Belum Selesai,Transfer
TAB-0030,9,2022-06-17,Beli Emas Antam,2830000.0,143588,1253350,1576650,Belum Selesai,Cash
TAB-0030,10,2022-07-13,Beli Emas Antam,2830000.0,117319,1370669,1459331,Belum Selesai,Cash
TAB-0030,11,2022-07-22,BELI EMAS ANTAM,2830000.0,163052,1533721,1296279,SELESAI,Cash
TAB-0030,12,2022-08-15,BELI EMAS ANTAM,2830000.0,159379,1693100,1136900,Belum Selesai,nan
tb_0030,13,2022-08-29,Beli Emas Antam,2830000.0,138419,1831519,998481,Belum Selesai,Via ATM
TAB-0030,14,2022-09-24,   beli emas antam  ,2830000.0,147116,1978635,851365,Belum Selesai,nan
TAB-0030,15,2022-10-20,Beli Emas Antam,,143988,2122623,707377,Belum Selesai,Transfer
TAB-0030,16,2022-11-20,Beli Emas Antam,2830000.0,138894,2261517,568483,Belum Selesai,Cash
TAB-0030,17,2022-11-27,Beli Emas Antam,2830000.0,138268,2399785,430215,Belum Selesai,Transfer
TAB-0030,18,14/12/2022,Beli Emas Antam,2830000.0,140051,2539836,290164,Belum Selesai,Transfer
TAB-0030,19,2023-01-10,Beli Emas Antam,2830000.0,157009,2696845,133155,Belum Selesai,nan
TAB-0030,20,02/02/2023,,2830000.0,133155,2830000,0,Blm selese,Cash
TAB-0031,1,10-Jun-24,Modal Nikah/Tunangan,97510000.0,7797042,7797042,89712958,Belum Selesai,Via ATM
TAB-0031,2,2024-06-26,MODAL NIKAH/TUNANGAN,97510000.0,9205087,17002129,80507871,Belum Selesai,nan
TAB-0031,3,2024-07-04,,97510000.0,9308323,26310452,71199548,Belum Selesai,nan
TAB-0031,4,2024-07-12,Modal Nikah/Tunangan,97510000.0,10884247,37194699,60315301,Belum Selesai,Cash
TAB-0031,5,2024-08-01,Modal Nikah/Tunangan,97510000.0,9045630,46240329,51269671,Belum Selesai,Transfer
TAB-0031,6,Lupa nyatet,Modal Nikah/Tunangan,97510000.0,10243470,56483799,41026201,Belum Selesai,Via ATM
TAB-0031,7,2024-09-15,Modal Nikah/Tunangan,97510000.0,8685958,65169757,32340243,selesai,Transfer
TAB-0031,8,09/10/2024,Modal Nikah/Tunangan,97510000.0,9162605,74332362,23177638,Belum Selesai,Via ATM
TAB-0031,9,2024-10-21,,97510000.0,9966401,84298763,13211237,selesai,Transfer
TAB-0031,10,2024-11-17,Modal Nikah/Tunangan,97510000.0,9658580,93957343,3552657,Belum Selesai,Via ATM
TAB-0031,11,27/11/2024,Modal Nikah/Tunangan,97510000.0,Rp. 3.552.657,97510000,0,Selesai,nan
TAB - 0032,1,06/04/2022,,4020000.0,398785,398785,3621215,Belum Selesai,Transfer
TAB-0032,2,2022-04-15,Beli Hewan Qurban,4020000.0,362k,761273,3258727,Belum Selesai,Via ATM
TAB - 0032,3,16/05/2022,BELI HEWAN QURBAN,4020000.0,375271,1136544,2883456,Belum Selesai,Cash
TAB-0032,4,2022-06-07,Beli Hewan Qurban,4020000.0,383769,1520313,2499687,Belum Selesai,Via ATM
TAB-0032,5,2022-07-02,BELI HEWAN QURBAN,402000000.0,415700,1936013,2083987,Blm selese,Cash
TAB-0032,6,Kemarin,Beli Hewan Qurban,4020000.0,427k,2363830,1656170,Belum Selesai,Cash
TAB-0032,7,2022-08-20,BELI HEWAN QURBAN,4020000.0,401519,2765349,1254651,Belum Selesai,nan
TAB-0032,8,2022-09-09,Beli Hewan Qurban,4020000.0,407k,3172613,847387,Belum Selesai,Cash
tb_0032,9,2022-09-21,Beli Hewan Qurban,4020000.0,412325,3584938,435062,Belum Selesai,Transfer
tb_0032,10,02/10/2022,   beli hewan qurban  ,,387870,3972808,47192,belum selesai,Via ATM
TAB - 0032,11,2022-10-19,,4020000.0,47192 rupiah,4020000,0,Selesai,nan
TAB-0033,1,2020-09-03,Beli Motor Bekas,14020000.0,Rp. 1.344.766,1344766,12675234,Belum Selesai,Transfer
TAB-0033,2,2020-09-12,BELI MOTOR BEKAS,14020000.0,1575338,2920104,11099896,Belum Selesai,Via ATM
TAB-0033,3,2020-10-03,BELI MOTOR BEKAS,14020000.0,Rp. 1.349.832,4269936,9750064,SELESAI,Via ATM
TAB-0033,4,2020-10-19,   beli motor bekas  ,14020000.0,1435574,5705510,8314490,Belum Selesai,nan
TAB-0033,5,2020-11-15,Beli Motor Bekas,14020000.0,1676079,7381589,6638411,Belum Selesai,Transfer
TAB-0033,6,2020-11-26,   beli motor bekas  ,14020000.0,1362422,8744011,5275989,Belum Selesai,Via ATM
TAB-0033,7,2020-12-07,Beli Motor Bekas,14020000.0,1455255,10199266,3820734,BELUM SELESAI,Via ATM
TAB-0033,8,2020-12-17,,14020000.0,1709848,11909114,2110886,Belum Selesai,Via ATM
TAB - 0033,9,2021-01-15,,14020000.0,1348809,13257923,762077,Belum Selesai,Via ATM
tb_0033,10,2021-02-11,Beli Motor Bekas,14020000.0,762077,14020000,0,Selesai,Cash
TAB-0034,1,2021-04-29,Beli Sepatu Sneakers/Running,1350000.0,28443,28443,1321557,Belum Selesai,nan
TAB-0034,2,29/05/2021,Beli Sepatu Sneakers/Running,1350000.0,26925,55368,1294632,Belum Selesai,Cash
TAB-0034,3,16/06/2021,BELI SEPATU SNEAKERS/RUNNING,1350000.0,31256,86624,1263376,Belum Selesai,nan
TAB-0034,4,2021-07-15,   beli sepatu sneakers/running  ,1350000.0,32384,119008,1230992,Belum Selesai,nan
TAB - 0034,5,2021-08-03,,1350000.0,28984,147992,1202008,Belum Selesai,Cash
TAB-0034,6,2021-08-27,Beli Sepatu Sneakers/Running,1350000.0,30k,178296,1171704,Belum Selesai,Via ATM
TAB-0034,7,2021-09-10,   beli sepatu sneakers/running  ,1350000.0,30632,208928,1141072,Belum Selesai,Cash
TAB-0034,8,2021-09-19,Beli Sepatu Sneakers/Running,1350000.0,31449,240377,1109623,Belm Selesai,Via ATM
TAB-0034,9,2021-10-12,Beli Sepatu Sneakers/Running,1350000.0,35194 rupiah,275571,1074429,Belum Selesai,Transfer
TAB-0034,10,2021-11-09,BELI SEPATU SNEAKERS/RUNNING,1350000.0,30739,306310,1043690,Belum Selesai,Via ATM
TAB-0034,11,2021-11-17,Beli Sepatu Sneakers/Running,,31483,337793,1012207,Belum Selesai,nan
TAB-0034,12,14/12/2021,Beli Sepatu Sneakers/Running,1350000.0,25088,362881,987119,Belum Selesai,Cash
TAB-0034,13,2021-12-24,BELI SEPATU SNEAKERS/RUNNING,1350000.0,28693,391574,958426,Belum Selesai,Cash
TAB-0034,14,2022-01-21,Beli Sepatu Sneakers/Running,1350000.0,28820,420394,929606,Belum Selesai,Via ATM
TAB-0034,15,2022-02-11,Beli Sepatu Sneakers/Running,1350000.0,30978,451372,898628,Belum Selesai,nan
TAB-0034,16,2022-03-01,Beli Sepatu Sneakers/Running,1350000.0,36042,487414,862586,BELUM SELESAI,Transfer
TAB-0034,17,2022-03-28,Beli Sepatu Sneakers/Running,1350000.0,30034,517448,832552,Belum Selesai,Via ATM
TAB-0034,18,10/04/2022,   beli sepatu sneakers/running  ,1350000.0,28476,545924,804076,Belum Selesai,Cash
TAB-0034,19,2022-04-23,Beli Sepatu Sneakers/Running,1350000.0,27540,573464,776536,SELESAI,Cash
TAB-0034,20,2022-05-21,BELI SEPATU SNEAKERS/RUNNING,1350000.0,25740,599204,750796,Belum Selesai,Transfer
TAB - 0034,21,2022-06-19,BELI SEPATU SNEAKERS/RUNNING,1350000.0,Rp. 28.759,627963,722037,Belum Selesai,nan
TAB-0034,22,2022-07-14,Beli Sepatu Sneakers/Running,1350000.0,29916,657879,692121,Belum Selesai,Transfer
TAB-0034,23,05/08/2022,,1350000.0,30082,687961,662039,Belum Selesai,Transfer
TAB-0034,24,04-Sep-22,Beli Sepatu Sneakers/Running,1350000.0,26683,714644,635356,Belum Selesai,Transfer
tb_0034,25,11-Sep-22,Beli Sepatu Sneakers/Running,1350000.0,29792,744436,605564,Belum Selesai,nan
TAB-0034,26,2022-09-18,Beli Sepatu Sneakers/Running,1350000.0,31768,776204,573796,SELESAI,Transfer
TAB-0034,27,2022-10-07,BELI SEPATU SNEAKERS/RUNNING,1350000.0,28717,804921,545079,SELESAI,Cash
tb_0034,28,2022-10-22,Beli Sepatu Sneakers/Running,1350000.0,28458,833379,516621,Belum Selesai,Cash
TAB-0034,29,2022-11-20,Beli Sepatu Sneakers/Running,1350000.0,29295,862674,487326,Belum Selesai,Cash
TAB-0034,30,2022-12-08,Beli Sepatu Sneakers/Running,1350000.0,34238,896912,453088,Belum Selesai,Via ATM
TAB-0034,31,02/01/2023,Beli Sepatu Sneakers/Running,1350000.0,30771,927683,422317,selesai,Transfer
TAB-0034,32,2023-02-02,Beli Sepatu Sneakers/Running,1350000.0,29270,956953,393047,Belum Selesai,Cash
TAB-0034,33,2023-02-10,Beli Sepatu Sneakers/Running,1350000.0,28219,985172,364828,Belum Selesai,Cash
TAB-0034,34,2023-03-03,Beli Sepatu Sneakers/Running,1350000.0,30107,1015279,334721,Belum Selesai,Transfer
TAB-0034,35,2023-03-13,Beli Sepatu Sneakers/Running,1350000.0,33020,1048299,301701,belum selesai,Transfer
TAB - 0034,36,2023-03-20,BELI SEPATU SNEAKERS/RUNNING,1350000.0,30415,1078714,271286,Belum Selesai,Cash
