tanggal_nabung,nama_goal,target_nominal,nominal_nabung,total_terkumpul,sisa_target
4/27/2025,Modal Nikah/Tunangan,93000000,500000,82560000,10440000
1/22/2022,Beli iPad/Tablet Nugas,10820000,,600000,10220000
2/7/2025,Modal Nikah/Tunangan,87840000,50000,70510000,17330000
1/15/2021,Beli Hewan Qurban,4430000,70000,310000,4120000
6/16/2020,Rakit PC Gaming,18050000,90000,320000,17730000
2/24/2024,Modal Nikah/Tunangan,93000000,180000,29360000,63640000
2/13/2020,Uang Kondangan Temen,120000,,90000,30000
3/8/2022,Nabung Bayar Utang/Pinjol,4450000,210000,500000,3950000
4/26/2022,Beli iPad/Tablet Nugas,10820000,260000,7760000,3060000
8/29/2022,Modal Nikah/Tunangan,85780000,80000,34540000,51240000
9/22/2024,Modal Nikah/Tunangan,89990000,90000,67720000,22270000
8/11/2022,Modal Nikah/Tunangan,85780000,10000,33510000,52270000
6/6/2021,Bayar Kosan Tahunan,17290000,1600000,3240000,14050000
3/9/2022,Beli iPad/Tablet Nugas,6980000,140000,300000,6680000
10/13/2020,Rakit PC Gaming,24690000,50000,6550000,18140000
4/13/2022,Liburan ke Bali/Jogja,4890000,40000,3610000,1280000
7/18/2020,Bayar UKT Semester Depan,3890000,,1710000,2180000
1/24/2024,Modal Nikah/Tunangan,89990000,2000000,52190000,37800000
7/30/2021,Bayar Kosan Tahunan,17290000,250000,7420000,9870000
3/23/2022,Beli Kamera Analog/Mirrorless,7780000,270000,7250000,530000
7/16/2020,Modal Usaha Thrift/F&B,14340000,260000,580000,13760000
1/23/2021,Bayar Kosan Tahunan,13240000,60000,13240000,0
4/6/2024,Modal Nikah/Tunangan,87840000,50000,55360000,32480000
3/20/2022,Beli Emas Antam,9690000,60000,5770000,3920000
7/13/2021,Rakit PC Gaming,14610000,2000000,9420000,5190000
2/15/2022,Sewa Server/VPS Tahunan,2220000,80000,380000,1840000
12/15/2020,Beli Motor Bekas,7110000,250000,3680000,3430000
2/21/2022,Nabung Bayar Utang/Pinjol,3570000,60000,1740000,1830000
3/23/2022,Modal Usaha Thrift/F&B,5520000,120000,3160000,2360000
8/27/2020,Beli Laptop Skripsi,6940000,90000,1710000,5230000
10/22/2022,Modal Nikah/Tunangan,45570000,160000,23260000,22310000
10/4/2021,Bayar Kosan Tahunan,17290000,80000,9860000,7430000
7/10/2021,Modif Motor/Ganti Knalpot,2420000,30000,70000,2350000
12/25/2024,,93000000,110000,76190000,16810000
4/20/2024,Modal Nikah/Tunangan,97510000,600000,45340000,52170000
12/5/2021,,1280000,100000,100000,1180000
3/2/2022,Dekor Kamar Estetik,320000,270000,270000,50000
10/3/2021,Beli Domain & Hosting,570000,60000,60000,510000
9/22/2020,Rakit PC Gaming,14090000,90000,260000,13830000
10/25/2021,Kado Ultah Pacar,1790000,100000,360000,1430000
7/16/2020,Staycation Bareng Temen,940000,310000,940000,0
3/13/2022,Beli Hewan Qurban,2860000,50000,360000,2500000
2/7/2021,Kursus Bootcamp IT/Data Science,7350000,80000,140000,7210000
11/19/2020,Modif Motor/Ganti Knalpot,2570000,90000,1130000,1440000
2/24/2022,Beli Hewan Qurban,2560000,250000,2410000,150000
4/23/2022,Modal Nikah/Tunangan,87840000,120000,16820000,71020000
1/11/2022,Perpanjang Pajak Kendaraan,340000,60000,340000,0
8/3/2024,Modal Nikah/Tunangan,85780000,220000,58110000,27670000
8/24/2021,Dana Darurat,9720000,100000,4430000,5290000
4/27/2021,Kursus Bootcamp IT/Data Science,5600000,80000,5330000,270000
3/24/2024,Modal Nikah/Tunangan,85780000,290000,75460000,10320000
3/12/2024,Modal Nikah/Tunangan,87840000,60000,33560000,54280000
12/28/2021,Modal Usaha Thrift/F&B,13760000,140000,8400000,5360000
7/8/2021,Servis Turun Mesin,2100000,140000,140000,1960000
2/4/2022,Bayar UKT Semester Depan,5610000,240000,240000,5370000
6/1/2021,Rakit PC Gaming,14610000,40000,1890000,12720000
2/12/2022,Kursus Bootcamp IT/Data Science,3490000,90000,160000,3330000
6/8/2024,Modal Nikah/Tunangan,87840000,200000,36910000,50930000
2/18/2022,Servis Turun Mesin,1470000,90000,640000,830000
8/28/2020,Beli Sepatu Sneakers/Running,2030000,1200000,1840000,190000
9/1/2020,Outfit Wisuda/Kondangan,910000,40000,910000,0
5/25/2024,Modal Nikah/Tunangan,89990000,50000,63810000,26180000
10/14/2020,Naik Gunung (Semeru/Rinjani),2470000,250000,360000,2110000
4/9/2022,Bayar UKT Semester Depan,5610000,50000,4110000,1500000
7/30/2021,Beli Game Steam/PS,1090000,40000,1090000,0
3/12/2022,Beli Magic Com & Dispenser,580000,,210000,370000
3/8/2022,Staycation Bareng Temen,610000,270000,270000,340000
3/7/2022,Beli Mechanical Keyboard,2190000,50000,2180000,10000
4/2/2021,Kursus Bootcamp IT/Data Science,6750000,150000,2640000,4110000
11/12/2021,Modal Nikah/Tunangan,12310000,80000,11860000,450000
7/25/2020,Beli iPad/Tablet Nugas,11790000,70000,1600000,10190000
3/22/2021,DP Motor Baru,7010000,10000,1490000,5520000
2/14/2022,Beli Kamera Analog/Mirrorless,3320000,230000,560000,2760000
9/7/2020,Beli TWS/Earphone,440000,40000,40000,400000
5/6/2021,Tiket DWP / Pestapora,1760000,460000,1760000,0
4/21/2021,Bayar UKT Semester Depan,4150000,10000,500000,3650000
7/26/2022,Beli Laptop Skripsi,10450000,210000,9180000,1270000
1/29/2022,Modal Nikah/Tunangan,24510000,50000,1470000,23040000
2/9/2022,Beli Domain & Hosting,730000,210000,310000,420000
2/4/2022,Beli Kamera Analog/Mirrorless,6510000,210000,2240000,4270000
12/14/2020,Beli iPad/Tablet Nugas,4580000,80000,3310000,1270000
2/10/2022,Kado Hari Ibu/Ultah Ortu,850000,830000,850000,0
10/6/2020,Rakit PC Gaming,18880000,210000,3680000,15200000
7/16/2021,Beli Kamera Analog/Mirrorless,9770000,80000,200000,9570000
4/28/2020,Beli Kamera Analog/Mirrorless,7890000,,5450000,2440000
5/19/2021,Kado Hari Ibu/Ultah Ortu,2490000,30000,480000,2010000
9/30/2024,Modal Nikah/Tunangan,73480000,300000,59270000,14210000
9/4/2020,Rakit PC Gaming,18050000,80000,4050000,14000000
9/20/2021,Beli Motor Bekas,7120000,100000,2940000,4180000
5/22/2025,Modal Nikah/Tunangan,87840000,10000,74560000,13280000
4/29/2024,Modal Nikah/Tunangan,85780000,290000,77190000,8590000
4/21/2022,Modal Nikah/Tunangan,85780000,500000,27480000,58300000
7/23/2020,Beli Sepatu Sneakers/Running,1860000,,180000,1680000
3/11/2021,Beli Motor Bekas,12660000,300000,10550000,2110000
5/30/2021,Outfit Wisuda/Kondangan,540000,,540000,0
4/13/2020,Dekor Kamar Estetik,970000,900000,970000,0
2/4/2022,Bayar Kosan Tahunan,17290000,30000,13600000,3690000
7/13/2025,Modal Nikah/Tunangan,89990000,150000,84310000,5680000
9/3/2021,,1730000,170000,170000,1560000
10/30/2021,Modif Motor/Ganti Knalpot,2200000,40000,1100000,1100000
4/23/2021,Rakit PC Gaming,24690000,90000,17960000,6730000
5/14/2024,Modal Nikah/Tunangan,93000000,700000,58790000,34210000
10/24/2020,Naik Gunung (Semeru/Rinjani),2470000,30000,2190000,280000
9/13/2020,Naik Gunung (Semeru/Rinjani),1530000,70000,1090000,440000
8/21/2021,Beli Motor Bekas,14520000,70000,11910000,2610000
5/4/2021,Beli Action Figure/Gunpla,2760000,50000,1930000,830000
2/5/2022,Beli Game Steam/PS,1180000,40000,40000,1140000
4/16/2021,Beli iPad/Tablet Nugas,10990000,10000,3180000,7810000
5/22/2024,Modal Nikah/Tunangan,97510000,1900000,17860000,79650000
10/20/2021,Beli Kamera Analog/Mirrorless,9770000,30000,5060000,4710000
5/8/2020,Langganan Gym,2220000,50000,1250000,970000
9/17/2021,Tiket Konser K-Pop/Lokal,4620000,,2030000,2590000
4/7/2021,Beli iPad/Tablet Nugas,9500000,20000,20000,9480000
1/10/2022,Liburan ke Bali/Jogja,5540000,10000,50000,5490000
6/6/2020,Traktir Temen Sidang/Wisuda,360000,100000,360000,0
2/15/2022,Beli Skincare/Makeup,730000,60000,560000,170000
6/6/2021,Tiket Konser K-Pop/Lokal,2510000,70000,70000,2440000
7/23/2024,Modal Nikah/Tunangan,89990000,150000,66300000,23690000
9/16/2021,Modal Nikah/Tunangan,73480000,30000,7470000,66010000
10/7/2021,Beli Sepeda Lipat/Fixie,3710000,100000,3540000,170000
7/31/2020,Beli Motor Bekas,9820000,,7370000,2450000
5/24/2021,Beli Motor Bekas,12310000,,9240000,3070000
8/10/2024,,85780000,230000,82670000,3110000
11/24/2020,Bayar Kosan Tahunan,7160000,1100000,6890000,270000
11/25/2021,,8520000,100000,1590000,6930000
5/26/2021,Sewa Server/VPS Tahunan,1830000,80000,1810000,20000
4/28/2025,,93000000,90000,82650000,10350000
1/30/2024,Modal Nikah/Tunangan,65260000,100000,48180000,17080000
2/4/2022,Modal Nikah/Tunangan,89990000,80000,80000,89910000
4/15/2024,,89990000,700000,29980000,60010000
5/3/2022,Dana Darurat,13410000,90000,8180000,5230000
5/6/2024,Modal Nikah/Tunangan,65260000,60000,53560000,11700000
6/6/2022,Modal Usaha Thrift/F&B,8720000,10000,6930000,1790000
9/27/2022,Modal Nikah/Tunangan,32780000,100000,17890000,14890000
4/2/2020,Liburan ke Bali/Jogja,4680000,20000,640000,4040000
8/1/2022,Modal Nikah/Tunangan,93000000,290000,17140000,75860000
6/25/2020,Dekor Kamar Estetik,840000,,480000,360000
12/22/2021,Liburan ke Bali/Jogja,6910000,400000,5720000,1190000
5/20/2022,Beli Hewan Qurban,4020000,,3960000,60000
3/2/2022,Beli Kamera Analog/Mirrorless,6590000,,110000,6480000
8/26/2021,Kado Hari Ibu/Ultah Ortu,2180000,40000,530000,1650000
12/11/2021,Modal Nikah/Tunangan,15510000,70000,13990000,1520000
3/6/2022,Beli Action Figure/Gunpla,1010000,500000,500000,510000
11/24/2021,Dana Darurat,19490000,260000,16740000,2750000
10/6/2022,Modal Nikah/Tunangan,97510000,10000,8560000,88950000
11/17/2021,Modif Motor/Ganti Knalpot,2200000,,1770000,430000
5/9/2021,Rakit PC Gaming,14610000,110000,120000,14490000
10/31/2022,Modal Nikah/Tunangan,65260000,1800000,20000000,45260000
2/26/2022,Beli Hewan Qurban,2980000,50000,240000,2740000
10/9/2020,Nabung Bayar Utang/Pinjol,4190000,100000,3270000,920000
3/3/2021,Monitor External,3680000,70000,70000,3610000
2/16/2022,Liburan ke Bali/Jogja,1580000,50000,580000,1000000
4/5/2022,Staycation Bareng Temen,1300000,-100000,1300000,0
4/26/2022,Modal Nikah/Tunangan,45570000,60000,8280000,37290000
12/20/2020,Dana Darurat,15560000,500000,11950000,3610000
12/14/2022,Modal Nikah/Tunangan,73480000,90000,34050000,39430000
4/15/2024,Modal Nikah/Tunangan,93000000,240000,57720000,35280000
4/26/2021,Beli Laptop Skripsi,5770000,80000,4410000,1360000
8/13/2020,Beli iPad/Tablet Nugas,11790000,90000,4230000,7560000
8/7/2022,Modal Nikah/Tunangan,73480000,50000,27280000,46200000
5/6/2021,Outfit Wisuda/Kondangan,540000,,70000,470000
2/27/2022,,2510000,99999999,1710000,800000
11/9/2021,Dana Darurat,19490000,70000,14390000,5100000
3/12/2021,Beli Game Steam/PS,520000,80000,470000,50000
1/9/2020,Nabung Bayar Utang/Pinjol,1520000,170000,190000,1330000
3/19/2022,Beli Hewan Qurban,3990000,100000,450000,3540000
8/12/2020,Beli Domain & Hosting,630000,80000,150000,480000
4/11/2022,Monitor External,3620000,50000,1050000,2570000
8/2/2022,Modal Nikah/Tunangan,89990000,20000,9820000,80170000
8/1/2024,Modal Nikah/Tunangan,65260000,,57450000,7810000
11/11/2020,Bayar UKT Semester Depan,4280000,40000,3620000,660000
3/1/2022,Rakit PC Gaming,21710000,90000,21600000,110000
1/21/2020,Traktir Temen Sidang/Wisuda,520000,80000,410000,110000
7/16/2021,Rakit PC Gaming,14610000,50000,9700000,4910000
9/16/2024,Modal Nikah/Tunangan,97510000,270000,29200000,68310000
5/24/2024,,45570000,180000,34260000,11310000
8/26/2020,Rakit PC Gaming,24690000,,4750000,19940000
6/23/2022,Beli Hewan Qurban,4020000,50000,4020000,0
8/26/2020,Modal Usaha Thrift/F&B,14340000,1100000,3510000,10830000
2/2/2022,Ganti LCD HP,1280000,50000,1210000,70000
8/26/2021,Beli Kamera Analog/Mirrorless,9770000,70000,1930000,7840000
11/6/2021,Uang Kondangan Temen,330000,170000,170000,160000
1/27/2021,Upgrade HP Baru,11520000,100000,10350000,1170000
5/11/2022,Beli Kamera Analog/Mirrorless,6590000,30000,4440000,2150000
6/14/2022,Servis Turun Mesin,2570000,810000,2570000,0
1/8/2022,Beli Sepeda Lipat/Fixie,2320000,210000,210000,2110000
3/3/2024,Modal Nikah/Tunangan,65260000,70000,30130000,35130000
2/22/2022,Beli Action Figure/Gunpla,2620000,40000,2290000,330000
11/14/2020,Rakit PC Gaming,21100000,220000,5750000,15350000
4/19/2021,Beli Hewan Qurban,2590000,70000,1720000,870000
7/2/2021,Beli Hewan Qurban,4960000,270000,1130000,3830000
10/31/2024,Modal Nikah/Tunangan,89990000,40000,44360000,45630000
4/8/2022,Monitor External,2620000,1700000,2220000,400000
5/5/2021,Tiket DWP / Pestapora,1760000,60000,1300000,460000
4/3/2021,Bayar UKT Semester Depan,7760000,20000,3920000,3840000
6/18/2021,Dana Darurat,9720000,,620000,9100000
11/30/2020,Nabung Bayar Utang/Pinjol,4550000,80000,4170000,380000
3/11/2022,Uang Kondangan Temen,280000,20000,260000,20000
1/6/2021,Beli iPad/Tablet Nugas,11250000,160000,9860000,1390000
1/16/2021,Liburan ke Bali/Jogja,6030000,570000,6030000,0
9/8/2021,Beli Motor Bekas,7120000,40000,2580000,4540000
10/4/2020,DP Motor Baru,7500000,,4330000,3170000
7/27/2021,Beli Laptop Skripsi,8240000,20000,8240000,0
6/15/2022,Dana Darurat,13410000,20000,12450000,960000
3/31/2022,Beli Hewan Qurban,2980000,10000,1360000,1620000
9/8/2020,Rakit PC Gaming,24690000,50000,5900000,18790000
1/21/2022,Modal Nikah/Tunangan,85960000,100000,23600000,62360000
6/4/2020,Beli Motor Bekas,14020000,1800000,3740000,10280000
3/4/2022,Modal Nikah/Tunangan,85780000,40000,24370000,61410000
5/19/2021,Sewa Server/VPS Tahunan,1830000,,1690000,140000
12/18/2022,Modal Nikah/Tunangan,85960000,150000,41410000,44550000
3/9/2022,Modal Nikah/Tunangan,97510000,100000,2100000,95410000
11/9/2020,Langganan Gym,2180000,40000,140000,2040000
10/1/2021,,7830000,400000,7830000,0
5/9/2021,,85780000,,7390000,78390000
5/15/2022,Beli iPad/Tablet Nugas,8920000,,6970000,1950000
1/29/2022,Beli Hewan Qurban,4020000,1700000,2550000,1470000
4/23/2022,Dana Darurat,12120000,60000,8550000,3570000
5/26/2020,Beli Motor Bekas,12800000,500000,9840000,2960000
6/12/2021,Kursus Bootcamp IT/Data Science,5910000,70000,170000,5740000
7/29/2021,Monitor External,1330000,200000,350000,980000
7/9/2024,Modal Nikah/Tunangan,89990000,90000,65720000,24270000
10/1/2020,Monitor External,3460000,180000,640000,2820000
3/30/2022,Dana Darurat,4850000,40000,2320000,2530000
1/5/2021,Beli iPad/Tablet Nugas,9770000,70000,4230000,5540000
11/4/2021,Beli Hewan Qurban,4050000,40000,410000,3640000
8/29/2020,Upgrade HP Baru,8570000,30000,8570000,0
4/22/2022,Beli Kamera Analog/Mirrorless,6590000,20000,2670000,3920000
12/3/2021,Modal Usaha Thrift/F&B,13260000,130000,9800000,3460000
1/24/2021,Beli iPad/Tablet Nugas,9770000,70000,6390000,3380000
3/2/2024,Modal Nikah/Tunangan,73480000,140000,35900000,37580000
6/22/2021,Modal Nikah/Tunangan,15510000,30000,6290000,9220000
11/30/2021,Beli Hewan Qurban,4050000,30000,2280000,1770000
4/24/2022,Dana Darurat,13410000,70000,7870000,5540000
3/9/2022,Tiket DWP / Pestapora,960000,40000,550000,410000
5/7/2021,Bayar Kosan Tahunan,7820000,70000,6350000,1470000
3/15/2022,Monitor External,3620000,90000,290000,3330000
3/20/2021,Beli iPad/Tablet Nugas,10990000,60000,2040000,8950000
6/1/2022,Rakit PC Gaming,17300000,190000,10800000,6500000
11/24/2020,Monitor External,2870000,100000,1060000,1810000
3/17/2022,,10200000,50000,2350000,7850000
11/26/2020,DP Motor Baru,5430000,20000,3870000,1560000
3/5/2022,,7640000,10000,700000,6940000
2/13/2020,,4050000,40000,290000,3760000
1/23/2021,Bayar UKT Semester Depan,6160000,90000,220000,5940000
1/10/2024,Modal Nikah/Tunangan,85780000,900000,67440000,18340000
7/24/2022,Beli Laptop Skripsi,10450000,1600000,8970000,1480000
8/16/2024,Modal Nikah/Tunangan,87840000,40000,41410000,46430000
3/11/2020,Dana Darurat,16270000,60000,2330000,13940000
10/26/2021,,6820000,20000,3140000,3680000
9/25/2020,Beli iPad/Tablet Nugas,9620000,100000,8060000,1560000
9/24/2020,Dana Darurat,16270000,470000,16270000,0
6/3/2020,Ganti LCD HP,1210000,50000,700000,510000
2/9/2020,Naik Gunung (Semeru/Rinjani),2160000,60000,1800000,360000
2/12/2022,,2020000,230000,250000,1770000
3/15/2022,Bayar UKT Semester Depan,5610000,80000,1680000,3930000
2/9/2021,Rakit PC Gaming,24690000,80000,12140000,12550000
6/17/2020,Beli TWS/Earphone,1490000,50000,870000,620000
3/19/2022,Beli Hewan Qurban,3990000,100000,450000,3540000
8/25/2020,Outfit Wisuda/Kondangan,910000,20000,730000,180000
6/12/2021,,15510000,,6110000,9400000
12/22/2020,Monitor External,2870000,70000,1630000,1240000
12/23/2020,Liburan ke Bali/Jogja,6030000,220000,2970000,3060000
2/9/2021,Beli iPad/Tablet Nugas,7610000,240000,2750000,4860000
5/12/2024,Modal Nikah/Tunangan,85780000,90000,78470000,7310000
9/14/2020,Langganan Gym,300000,80000,260000,40000
12/5/2021,Sewa Server/VPS Tahunan,1380000,100000,150000,1230000
6/14/2020,,610000,530000,610000,0
7/24/2021,,7040000,160000,3250000,3790000
5/6/2021,Rakit PC Gaming,14610000,10000,10000,14600000
6/13/2022,Beli Emas Antam,9690000,60000,9490000,200000
5/9/2024,Modal Nikah/Tunangan,85960000,20000,48820000,37140000
1/7/2021,Dana Darurat,14150000,70000,6910000,7240000
5/29/2020,Upgrade HP Baru,8570000,1100000,5630000,2940000
2/18/2020,Beli Motor Bekas,9610000,80000,2380000,7230000
4/24/2021,,10990000,60000,3500000,7490000
5/15/2022,Beli Emas Antam,9690000,300000,9020000,670000
12/12/2020,Rakit PC Gaming,18880000,50000,11560000,7320000
9/7/2021,Dana Darurat,19490000,80000,12880000,6610000
6/11/2022,DP Motor Baru,7430000,160000,4300000,3130000
8/15/2021,Tas Ransel Eiger/Consina,830000,10000,700000,130000
5/18/2020,Beli Emas Antam,8200000,700000,1170000,7030000
6/27/2022,Modal Nikah/Tunangan,24510000,,12260000,12250000
3/10/2020,,4500000,180000,260000,4240000
5/13/2020,Dana Darurat,15920000,50000,2920000,13000000
7/25/2020,Beli Emas Antam,6290000,-100000,2390000,3900000
8/12/2020,Uang Kondangan Temen,400000,40000,140000,260000
11/20/2022,Modal Nikah/Tunangan,85960000,70000,38560000,47400000
2/14/2020,,2160000,80000,1880000,280000
2/28/2024,Modal Nikah/Tunangan,87840000,80000,54550000,33290000
10/17/2021,Naik Gunung (Semeru/Rinjani),2190000,60000,2030000,160000
9/19/2020,Bayar Kosan Tahunan,13940000,30000,1780000,12160000
3/21/2022,Sewa Server/VPS Tahunan,2440000,160000,850000,1590000
11/15/2020,Bayar Kosan Tahunan,13940000,500000,4470000,9470000
7/23/2020,,1380000,30000,710000,670000
7/9/2020,Bayar Kosan Tahunan,13940000,20000,240000,13700000
2/1/2022,Staycation Bareng Temen,920000,20000,780000,140000
1/24/2021,Beli iPad/Tablet Nugas,9770000,70000,6390000,3380000
4/27/2020,Dana Darurat,16270000,80000,5610000,10660000
12/7/2021,Top Up Game (MLBB/Genshin/Valo),470000,140000,140000,330000
12/26/2020,Liburan ke Bali/Jogja,5050000,90000,2610000,2440000
4/7/2022,Kado Ultah Pacar,700000,130000,700000,0
1/22/2021,Beli Kasur Busa/Springbed,1750000,,880000,870000
2/8/2022,Kursus Bootcamp IT/Data Science,3490000,70000,70000,3420000
7/11/2020,Upgrade HP Baru,8570000,90000,6520000,2050000
7/18/2024,Modal Nikah/Tunangan,89990000,300000,66150000,23840000
1/22/2022,Monitor External,3170000,260000,1630000,1540000
4/28/2020,Beli Motor Bekas,12800000,80000,8190000,4610000
11/2/2020,Beli Motor Bekas,9820000,220000,9260000,560000
8/6/2021,Beli iPad/Tablet Nugas,9500000,230000,6170000,3330000
5/11/2022,Beli Emas Antam,5160000,60000,3620000,1540000
5/2/2021,DP Motor Baru,7010000,70000,4630000,2380000
8/20/2020,Beli Sepatu Sneakers/Running,1860000,100000,610000,1250000
7/20/2022,Modal Nikah/Tunangan,87840000,40000,22200000,65640000
4/3/2021,Beli Sepeda Lipat/Fixie,2280000,70000,70000,2210000
1/8/2022,Traktir Temen Sidang/Wisuda,600000,90000,90000,510000
5/21/2021,Beli Laptop Skripsi,9610000,,5720000,3890000
7/1/2020,,14020000,140000,5740000,8280000
2/6/2021,Beli Helm Fullface/Cargloss,940000,290000,290000,650000
1/5/2021,Perpanjang Pajak Kendaraan,620000,60000,60000,560000
6/17/2020,Modif Motor/Ganti Knalpot,2420000,60000,650000,1770000
1/27/2021,Perpanjang Pajak Kendaraan,620000,50000,620000,0
5/27/2021,Tiket DWP / Pestapora,2290000,400000,870000,1420000
9/13/2021,Bayar Kosan Tahunan,17290000,50000,9210000,8080000
1/1/2022,Beli Hewan Qurban,4050000,20000,2780000,1270000
2/21/2022,Bayar UKT Semester Depan,3590000,1400000,2420000,1170000
8/21/2022,Modal Nikah/Tunangan,32780000,280000,12860000,19920000
2/19/2022,Beli Domain & Hosting,730000,390000,730000,0
4/10/2021,Beli iPad/Tablet Nugas,7610000,30000,290000,7320000
12/19/2020,Bayar Kosan Tahunan,13240000,210000,12440000,800000
4/23/2022,Beli iPad/Tablet Nugas,10820000,100000,7500000,3320000
12/29/2021,Liburan ke Bali/Jogja,6910000,99999999,6080000,830000
1/23/2022,Kursus Bootcamp IT/Data Science,3130000,40000,630000,2500000
11/17/2021,Modal Nikah/Tunangan,12310000,400000,12310000,0
2/17/2022,Beli Sepeda Lipat/Fixie,2320000,70000,1410000,910000
4/13/2021,Bayar Kosan Tahunan,7930000,1500000,2110000,5820000
4/30/2021,Upgrade HP Baru,13540000,30000,2210000,11330000
11/28/2020,Rakit PC Gaming,18880000,,7980000,10900000
9/7/2021,Dekor Kamar Estetik,570000,430000,570000,0
3/15/2021,Liburan ke Bali/Jogja,6400000,1400000,3240000,3160000
8/29/2020,Beli iPad/Tablet Nugas,5950000,140000,1360000,4590000
8/25/2021,Bayar UKT Semester Depan,7500000,170000,320000,7180000
9/2/2020,Beli Sepeda Lipat/Fixie,2710000,90000,90000,2620000
2/17/2022,Beli Laptop Skripsi,6540000,40000,1620000,4920000
5/31/2021,Beli Laptop Skripsi,9610000,120000,6340000,3270000
11/9/2020,Beli Motor Bekas,12660000,1700000,3070000,9590000
10/6/2021,Kado Ultah Pacar,1110000,,400000,710000
1/17/2020,Beli Sepeda Lipat/Fixie,3410000,10000,460000,2950000
